token	lemma	pos	Gend
impedita	impeditus	ADJqua	Fem
uallis	uallis	NOM	_
ut	ut	CONsub	_
in	in	PRE	_
ascensu	ascensus	NOM	_
nisi	nisi	CONsub	_
subleuati	subleuo	VER	Masc
a	ab	PRE	_
suis	sui	PROpos.ref	Com
primi	primus	ADJord	Masc
non	non	ADVneg	_
facile	facile	ADV	_
eniterentur	eniteo	VER	_

Caesar	caesar	NOM	_
enim	enim	CONcoo	_
per	per	PRE	_
litteras	littera	NOM	_
Trebonio	trebonius	NOM	_
magnopere	magnopere	ADV	_
mandauerat	mando	VER	_
ne	ne	CONsub	_
per	per	PRE	_
uim	uis	NOM	_
oppidum	oppidum	NOM	_
expugnari	expugno	VER	_
pateretur	patior	VER	_
ne	ne	CONsub	_
grauius	grauiter	ADV	_
permoti	permoueo	VER	Masc
milites	miles	NOM	_
et	et	CONcoo	_
defectionis	defectio	NOM	_
odio	odium	NOM	_
et	et	CONcoo	_
contemptione	contemptio	NOM	_
sui	sui	PROref	_
et	et	CONcoo	_
diutino	diutinus	ADJqua	MascNeut
labore	labor	NOM	_
omnes	omnis	PROind	MascFem
puberes	pubes	NOM	_
interficerent	interficio	VER	_
quod	qui	PROrel	Neut
se	sui	PROref	_
facturos	facio	VER	Masc
minabantur	minor	VER	_
aegre	aegre	ADV	_
-que	que	CONcoo	_
tunc	tunc	ADV	_
retenti	retineo	VER	Masc
in	in	PRE	_
quin	quin	CONsub	_
oppidum	oppidum	NOM	_
inrumperent	irrumpo	VER	_
grauiter	grauiter	ADV	_
-que	que	CONcoo	_
eam	is	PROdem	Fem
rem	res	NOM	_
tulerunt	fero	VER	_
quod	quod	CONsub	_
stetisse	sto	VER	_
per	per	PRE	_
Trebonium	trebonius	NOM	_
quominus	quominus	CONsub	_
oppido	oppidum	NOM	_
potirentur	potior	VER	_
uidebatur	uideo	VER	_

itaque	itaque	CONcoo	_
se	sui	PROref	_
uictos	uinco	VER	Masc
confiteri	confiteor	VER	_
orare	oro	VER	_
atque	atque	CONcoo	_
obsecrare	obsecro	VER	_
si	si	CONsub	_
qui	qui	PROrel	Masc
locus	locus	NOM	_
misericordiae	misericordia	NOM	_
relinquatur	relinquo	VER	_
ne	ne	CONsub	_
ad	ad	PRE	_
ultimum	ultimus	ADJqua	MascNeut
supplicium	supplicium	NOM	_
progredi	progredior	VER	_
necesse	necesse	ADJqua	_
habeant	habeo	VER	_

eodem	idem	PROdem	MascNeut
-que	que	CONcoo	_
tempore	tempus	NOM	_
pugnatum	pugno	VER	Neut
ad	ad	PRE	_
portum	portus	NOM	_
ac	ac	CONcoo	_
longe	longe	ADV	_
maximam	magnus	ADJqua	Fem
ea	is	PROdem	Fem
res	res	NOM	_
adtulit	affero	VER	_
dimicationem	dimicatio	NOM	_

quo	quo	ADVrel	_
cum	cum	CONsub	_
uenisset	uenio	VER	_
cognoscit	cognosco	VER	_
missum	mitto	VER	MascNeut
in	in	PRE	_
Hispaniam	hispania	NOM	_
a	ab	PRE	_
Pompeio	pompeius	NOM	_
Vibullium	uibullius	NOM	_
Rufum	rufus	NOM	_
quem	qui	PROrel	Masc
paucis	paucus	ADJqua	Com
ante	ante	ADV	_
diebus	dies	NOM	_
Corfinio	corfinium	NOM	_
captum	capio	VER	MascNeut
ipse	ipse	PROdem	Masc
dimiserat	dimitto	VER	_
profectum	proficiscor	VER	MascNeut
item	item	ADV	_
Domitium	domitius	NOM	_
ad	ad	PRE	_
occupandam	occupo	VER	Fem
Massiliam	massilia	NOM	_
nauibus	nauis	NOM	_
actuariis	actuarius	ADJqua	Com
7	7	ADJcar	_
quas	qui	PROrel	Fem
Igilii	igilium	NOM	_
et	et	CONcoo	_
in	in	PRE	_
Cosano	cosanum	NOM	_
a	ab	PRE	_
priuatis	priuatus	ADJqua	Com
coactas	cogo	VER	Fem
seruis	seruus	NOM	_
libertis	libertus	NOM	_
colonis	colonus	NOM	_
suis	suus	PROpos.ref	Com
compleuerat	compleo	VER	_
praemissos	praemitto	VER	Masc
etiam	etiam	ADV	_
legatos	legatus	NOM	_
Massilienses	massiliensis	ADJqua	MascFem
domum	domus	NOM	_
nobiles	nobilis	ADJqua	MascFem
adulescentes	adolescens	NOM	_
quos	qui	PROrel	Masc
ab	ab	PRE	_
urbe	urbs	NOM	_
discedens	discedo	VER	Com
Pompeius	pompeius	NOM	_
adhortatus	adhortor	VER	Masc
ne	ne	CONsub	_
noua	nouus	ADJqua	Neut
Caesaris	caesar	NOM	_
officia	officium	NOM	_
ueterum	uetus	ADJqua	Com
suorum	suus	PROpos.ref	MascNeut
beneficiorum	beneficium	NOM	_
in	in	PRE	_
eos	is	PROdem	Masc
memoriam	memoria	NOM	_
expellerent	expello	VER	_

hac	hic	PROdem	Fem
fugientium	fugio	VER	Com
multitudine	multitudo	NOM	_
ac	ac	CONcoo	_
turba	turba	NOM	_
portae	porta	NOM	_
castrorum	castra	NOM	_
occupantur	occupo	VER	_
atque	atque	CONcoo	_
iter	iter	NOM	_
impeditur	impedio	VER	_
plures	multus	ADJqua	MascFem
-que	que	CONcoo	_
in	in	PRE	_
eo	is	PROdem	MascNeut
loco	locus	NOM	_
sine	sine	PRE	_
uulnere	uulnus	NOM	_
quam	quam	ADVrel	_
in	in	PRE	_
proelio	proelium	NOM	_
aut	aut	CONcoo	_
fuga	fuga	NOM	_
intereunt	intereo	VER	_
neque	neque	CONcoo	_
multum	multum	ADV	_
afuit	absum	VER	_
quin	quin	CONsub	_
etiam	etiam	ADV	_
castris	castra	NOM	_
expellerentur	expello	VER	_
ac	ac	CONcoo	_
nonnulli	nonnullus	PROind	Masc
protinus	protinus	ADV	_
eodem	idem	PROdem	MascNeut
cursu	cursus	NOM	_
in	in	PRE	_
oppidum	oppidum	NOM	_
contenderunt	contendo	VER	_

a	ab	PRE	_
quo	qui	PROrel	MascNeut
factus	facio	VER	Masc
Vibullius	uibullius	NOM	_
certior	certus	ADJqua	MascFem
quae	quis	PROint	Fem
res	res	NOM	_
in	in	PRE	_
Piceno	picenum	NOM	_
gererentur	gero	VER	_
milites	miles	NOM	_
ab	ab	PRE	_
eo	is	PROdem	MascNeut
accipit	accipio	VER	_
ipsum	ipse	PROdem	MascNeut
dimittit	dimitto	VER	_

Scipio	scipio	NOM	_
biduum	biduum	NOM	_
castris	castra	NOM	_
statiuis	statiuus	ADJqua	Com
moratus	moror	VER	Masc
ad	ad	PRE	_
flumen	flumen	NOM	_
quod	qui	PROrel	Neut
inter	inter	PRE	_
eum	is	PROdem	Masc
et	et	CONcoo	_
Domiti	domitius	NOM	_
castra	castra	NOM	_
fluebat	fluo	VER	_
Haliacmonem	aliacmon	NOM	_
tertio	tertius	ADJord	MascNeut
die	dies	NOM	_
prima	primus	ADJord	Fem
luce	lux	NOM	_
exercitum	exercitus	NOM	_
uado	uadum	NOM	_
traducit	traduco	VER	_
et	et	CONcoo	_
castris	castra	NOM	_
positis	pono	VER	Com
postero	posterus	ADJqua	MascNeut
die	dies	NOM	_
mane	mane	ADV	_
copias	copia	NOM	_
ante	ante	PRE	_
frontem	frons	NOM	_
castrorum	castra	NOM	_
struit	struo	VER	_

sed	sed	CONcoo	_
praeoccupatus	praeoccupo	VER	Masc
animus	animus	NOM	_
Attianorum	attianus	ADJqua	MascNeut
militum	miles	NOM	_
timore	timor	NOM	_
et	et	CONcoo	_
fuga	fuga	NOM	_
et	et	CONcoo	_
caede	caedes	NOM	_
suorum	sui	PROpos.ref	MascNeut
nihil	nihil	PROind	_
de	de	PRE	_
resistendo	resisto	VER	_
cogitabat	cogito	VER	_
omnes	omnis	PROind	MascFem
-que	que	CONcoo	_
iam	iam	ADV	_
se	sui	PROref	_
ab	ab	PRE	_
equitatu	equitatus	NOM	_
circumueniri	circumuenio	VER	_
arbitrabantur	arbitror	VER	_

milites	miles	NOM	_
legionis	legio	NOM	_
VIIII	nonus	ADJord	Fem
subito	subito	ADV	_
conspirati	conspiro	VER	Masc
pila	pilum	NOM	_
coniecerunt	conicio	VER	_
et	et	CONcoo	_
ex	ex	PRE	_
inferiore	inferus	ADJqua	Com
loco	locus	NOM	_
aduersus	aduersus	PRE	_
cliuum	cliuus	NOM	_
incitati	incito	VER	Masc
cursu	cursus	NOM	_
praecipites	praeceps	ADJqua	MascFem
Pompeianos	pompeiani	NOM	_
egerunt	ago	VER	_
et	et	CONcoo	_
terga	tergum	NOM	_
uertere	uerto	VER	_
coegerunt	cogo	VER	_
quibus	qui	PROrel	Com
ad	ad	PRE	_
recipiendum	recipio	VER	_
crates	crates	NOM	_
derectae	dirigo	VER	Fem
longurii	longurius	NOM	_
-que	que	CONcoo	_
obiecti	obicio	VER	Masc
et	et	CONcoo	_
institutae	instituo	VER	Fem
fossae	fossa	NOM	_
magno	magnus	ADJqua	MascNeut
impedimento	impedimentum	NOM	_
fuerunt	sum	VER	_

uero	uero	CONcoo	_
quam	posteaquam	CONsub	_
Caesarem	caesar	NOM	_
ad	ad	PRE	_
Massiliam	massilia	NOM	_
detineri	detineo	VER	_
cognouit	cognosco	VER	_
copias	copia	NOM	_
Petrei	petreius	NOM	_
cum	cum	PRE	_
exercitu	exercitus	NOM	_
Afrani	afranius	NOM	_
coniunctas	coniungo	VER	Fem
magna	magnus	ADJqua	Neut
auxilia	auxilium	NOM	_
conuenisse	conuenio	VER	_
magna	magnus	ADJqua	Neut
esse	sum	VER	_
in	in	PRE	_
spe	spes	NOM	_
atque	atque	CONcoo	_
expectari	exspecto	VER	_
et	et	CONcoo	_
consentire	consentio	VER	_
omnem	omnis	PROind	MascFem
citeriorem	citerior	ADJqua	MascFem
prouinciam	prouincia	NOM	_
quae	qui	PROrel	Neut
-que	que	CONcoo	_
postea	postea	ADV	_
acciderant	accido	VER	_
de	de	PRE	_
angustiis	angustia	NOM	_
ad	ad	PRE	_
Ilerdam	ilerda	NOM	_
rei	res	NOM	_
frumentariae	frumentarius	ADJqua	Fem
accepit	accipio	VER	_
atque	atque	CONcoo	_
haec	hic	PROdem	Neut
ad	ad	PRE	_
eum	is	PROdem	Masc
elatius	elate	ADV	_
atque	atque	CONcoo	_
inflatius	inflate	ADV	_
Afranius	afranius	NOM	_
perscribebat	perscribo	VER	_
se	sui	PROref	_
quoque	quoque	ADV	_
ad	ad	PRE	_
motus	motus	NOM	_
fortunae	fortuna	NOM	_
mouere	moueo	VER	_
coepit	coepio	VER	_

haec	hic	PROdem	Fem
itinera	iter	NOM	_
infesta	infestus	ADJqua	Neut
reddiderat	reddo	VER	_
haec	hic	PROdem	Fem
ciuitates	ciuitas	NOM	_
nonnullas	nonnullus	PROind	Fem
ab	ab	PRE	_
eius	is	PROdem	Com
amicitia	amicitia	NOM	_
auertebat	auerto	VER	_

nonnulla	nonnullus	PROind	Neut
etiam	etiam	ADV	_
ab	ab	PRE	_
his	hic	PROdem	Com
qui	qui	PROrel	Masc
diligentiores	diligens	ADJqua	MascFem
uideri	uideo	VER	_
uolebant	uolo	VER	_
fingebantur	fingo	VER	_

quibus	qui	PROrel	Com
ex	ex	PRE	_
locis	locus	NOM	_
cum	cum	CONsub	_
longius	longe	ADV	_
progressus	progredior	VER	Masc
confecto	conficio	VER	MascNeut
iam	iam	ADV	_
labore	labor	NOM	_
exercitu	exercitus	NOM	_
16	16	ADJcar	_
milium	mille	ADJcar	Com
spatio	spatium	NOM	_
constitit	consisto	VER	_

quo	quo	ADVrel	_
simulatque	simulatque	CONsub	_
intro	intro	ADV	_
itum	eo	VER	Neut
incredibili	incredibilis	ADJqua	Com
felicitate	felicitas	NOM	_
auster	auster	NOM	_
qui	qui	PROrel	Masc
per	per	PRE	_
biduum	biduum	NOM	_
flauerat	flo	VER	_
in	in	PRE	_
Africum	africus	NOM	_
se	sui	PROref	_
uertit	uerto	VER	_

satis	satis	ADV	_
magna	magnus	ADJqua	Neut
utrimque	utrimque	ADV	_
incommoda	incommodum	NOM	_
accepta	accipio	VER	Neut
quae	qui	PROrel	Neut
pro	pro	PRE	_
disciplina	disciplina	NOM	_
et	et	CONcoo	_
praeceptis	praeceptum	NOM	_
habere	habeo	VER	_
possent	possum	VER	_
ut	ut	CONsub	_
reliquos	reliquus	ADJqua	Masc
casus	casus	NOM	_
timerent	timeo	VER	_
illum	ille	PROdem	Masc
Italia	italia	NOM	_
expulsum	expello	VER	MascNeut
amissa	amitto	VER	Fem
Sicilia	sicilia	NOM	_
et	et	CONcoo	_
Sardinia	sardinia	NOM	_
duabus	duo	ADJcar	Fem
-que	que	CONcoo	_
Hispaniis	hispania	NOM	_
et	et	CONcoo	_
cohortibus	cohors	NOM	_
in	in	PRE	_
Italia	italia	NOM	_
atque	atque	CONcoo	_
Hispania	hispania	NOM	_
ciuium	ciuis	NOM	_
Romanorum	romanus	ADJqua	MascNeut
100	100	ADJcar	_
atque	atque	CONcoo	_
30	30	ADJcar	_
se	sui	PROref	_
morte	mors	NOM	_
Curionis	curio	NOM	_
et	et	CONcoo	_
detrimento	detrimentum	NOM	_
Africani	africanus	ADJqua	MascNeut
exercitus	exercitus	NOM	_
et	et	CONcoo	_
Antoni	antonius	NOM	_
militum	miles	NOM	_
-que	que	CONcoo	_
deditione	deditio	NOM	_
ad	ad	PRE	_
Curictam	curicta	NOM	_

media	medius	ADJqua	Fem
circiter	circiter	ADV	_
nocte	nox	NOM	_
iis	is	PROdem	Com
qui	qui	PROrel	Masc
aquandi	aquor	VER	_
causa	causa	NOM	_
longius	longe	ADV	_
a	ab	PRE	_
castris	castra	NOM	_
processerant	procedo	VER	_
ab	ab	PRE	_
equitibus	eques	NOM	_
correptis	corripio	VER	Com
fit	fio	VER	_
ab	ab	PRE	_
his	hic	PROdem	Com
certior	certus	ADJqua	MascFem
Caesar	caesar	NOM	_
duces	dux	NOM	_
aduersariorum	aduersarius	NOM	_
silentio	silentium	NOM	_
copias	copia	NOM	_
castris	castra	NOM	_
educere	educo	VER	_

sinistro	sinister	ADJqua	MascNeut
cornu	cornu	NOM	_
Antonium	antonius	NOM	_
dextro	dexter	ADJqua	MascNeut
P	publius	NOM	_
Sullam	sylla	NOM	_
mediae	medius	ADJqua	Fem
acie	acies	NOM	_
Cn	gnaeus	NOM	_
Domitium	domitius	NOM	_
praeposuerat	praepono	VER	_

sed	sed	CONcoo	_
paucis	paucus	ADJqua	Com
ante	ante	ADV	_
diebus	dies	NOM	_
50	50	NOM	_
Domitius	domitius	NOM	_
cognita	cognosco	VER	Fem
Massiliensium	massilienses	NOM	_
uoluntate	uoluntas	NOM	_
nauibus	nauis	NOM	_
3	3	ADJcar	Com
comparatis	comparo	VER	Com
ex	ex	PRE	_
quibus	qui	PROrel	Com
duas	duo	ADJcar	Fem
familiaribus	familiaris	NOM	_
suis	suus	PROpos.ref	Com
adtribuerat	attribuo	VER	_
unam	unus	ADJcar	Fem
ipse	ipse	PROdem	Masc
conscenderat	conscendo	VER	_
nactus	nanciscor	VER	Masc
turbidam	turbidus	ADJqua	Fem
tempestatem	tempestas	NOM	_
profectus	proficiscor	VER	Masc

hic	hic	PROdem	Masc
nullo	nullus	PROind	MascNeut
in	in	PRE	_
loco	locus	NOM	_
Macedoniae	macedonia	NOM	_
moratus	moror	VER	Masc
magno	magnus	ADJqua	MascNeut
impetu	impetus	NOM	_
tetendit	tendo	VER	_
ad	ad	PRE	_
Domitium	domitius	NOM	_
et	et	CONcoo	_
cum	cum	CONsub	_
ab	ab	PRE	_
eo	is	PROdem	MascNeut
milia	mille	ADJcar	Neut
passuum	passus	NOM	_
20	20	ADJcar	_
afuisset	absum	VER	_
subito	subito	ADV	_
se	sui	PROref	_
ad	ad	PRE	_
Cassium	cassius	NOM	_
Longinum	longinus	NOM	_
in	in	PRE	_
Thessaliam	thessalia	NOM	_
conuertit	conuerto	VER	_

relinquitur	relinquo	VER	_
noua	nouus	ADJqua	Fem
religio	religio	NOM	_
ut	ut	CONsub	_
eo	is	PROdem	MascNeut
neglecto	negligo	VER	MascNeut
sacramento	sacramentum	NOM	_
quo	qui	PROrel	MascNeut
tenemini	teneo	VER	_
respiciatis	respicio	VER	_
illud	ille	PROdem	Neut
quod	qui	PROrel	Neut
deditione	deditio	NOM	_
ducis	dux	NOM	_
et	et	CONcoo	_
capitis	caput	NOM	_
deminutione	deminutio	NOM	_
sublatum	tollo	VER	Neut

haec	hic	PROdem	Neut
magno	magnus	ADJqua	MascNeut
studio	studium	NOM	_
agebat	ago	VER	_

quare	quare	ADVrel	_
omni	omnis	PROind	Com
ratione	ratio	NOM	_
esse	sum	VER	_
interdiu	interdiu	ADV	_
perrumpendum	perrumpo	VER	MascNeut
etsi	etsi	CONsub	_
aliquo	aliquis	PROind	MascNeut
accepto	accipio	VER	MascNeut
detrimento	detrimentum	NOM	_
tamen	tamen	ADV	_
summa	summa	NOM	_
exercitus	exercitus	NOM	_
salua	saluus	ADJqua	Fem
locum	locus	NOM	_
quem	qui	PROrel	Masc
petant	peto	VER	_
capi	capio	VER	_
posse	possum	VER	_

ibi	ibi	ADV	_
legem	lex	NOM	_
de	de	PRE	_
dictatore	dictator	NOM	_
latam	fero	VER	Fem
sese	sui	PROref	_
-que	que	CONcoo	_
dictatorem	dictator	NOM	_
dictum	dico	VER	MascNeut
a	ab	PRE	_
1000	1000	NOM	_
Lepido	lepidus	NOM	_
praetore	praetor	NOM	_
cognoscit	cognosco	VER	_

sed	sed	CONcoo	_
isdem	idem	PROdem	Com
de	de	PRE	_
causis	causa	NOM	_
Caesar	caesar	NOM	_
quae	qui	PROrel	Fem
supra	supra	ADV	_
demonstratae	demonstro	VER	Fem
proelio	proelium	NOM	_
non	non	ADVneg	_
lacessit	lacesso	VER	_

Caesar	caesar	NOM	_
eas	is	PROdem	Fem
cohortes	cohors	NOM	_
cum	cum	PRE	_
exercitu	exercitus	NOM	_
suo	suus	PROpos.ref	MascNeut
coniunxit	coniungo	VER	_
Attium	attius	NOM	_
-que	que	CONcoo	_
incolumem	incolumis	ADJqua	MascNeut
dimisit	dimitto	VER	_

haec	hic	PROdem	Neut
omnibus	omnis	PROind	Com
ferebat	fero	VER	_
sermonibus	sermo	NOM	_
neque	neque	CONcoo	_
se	sui	PROref	_
in	in	PRE	_
ullam	ullus	PROind	Fem
partem	pars	NOM	_
mouebat	moueo	VER	_

res	res	NOM	_
tamen	tamen	ADV	_
ab	ab	PRE	_
Afranianis	afraniani	NOM	_
huc	huc	ADV	_
necessario	necessario	ADV	_
deducta	deduco	VER	Fem
ut	ut	CONsub	_
si	si	CONsub	_
priores	prior	ADJord	MascFem
montis	mons	NOM	_
quos	qui	PROrel	Masc
petebant	peto	VER	_
attigissent	attingo	VER	_
ipsi	ipse	PROdem	Masc
periculum	periculum	NOM	_
uitarent	uito	VER	_
impedimenta	impedimentum	NOM	_
totius	totus	PROind	Com
exercitus	exercitus	NOM	_
cohortis	cohors	NOM	_
-que	que	CONcoo	_
in	in	PRE	_
castris	castra	NOM	_
relictas	relinquo	VER	Fem
seruare	seruo	VER	_
non	non	ADVneg	_
possent	possum	VER	_
quibus	qui	PROrel	Com
interclusis	intercludo	VER	Com
exercitu	exercitus	NOM	_
Caesaris	caesar	NOM	_
auxilium	auxilium	NOM	_
ferri	fero	VER	_
nulla	nullus	PROind	Fem
ratione	ratio	NOM	_
poterat	possum	VER	_

ad	ad	PRE	_
hos	hic	PROdem	Masc
opprimendos	opprimo	VER	Masc
cum	cum	PRE	_
omni	omnis	PROind	Com
equitatu	equitatus	NOM	_
tribus	tres	ADJcar	Com
-que	que	CONcoo	_
legionibus	legio	NOM	_
Afranius	afranius	NOM	_
de	de	PRE	_
nocte	nox	NOM	_
proficiscitur	proficiscor	VER	_
inprudentis	imprudens	ADJqua	MascFem
-que	que	CONcoo	_
ante	ante	ADV	_
missis	mitto	VER	Com
equitibus	eques	NOM	_
adgreditur	aggredior	VER	_

ille	ille	PROdem	Masc
ad	ad	PRE	_
eum	is	PROdem	Masc
Sex	sextus	NOM	_
Caesarem	caesar	NOM	_
mittit	mitto	VER	_
atque	atque	CONcoo	_
huic	hic	PROdem	Com
tradi	trado	VER	_
iubet	iubeo	VER	_

multa	multus	ADJqua	Neut
suppliciter	suppliciter	ADV	_
locutus	loquor	VER	Masc
ut	ut	ADVrel	_
de	de	PRE	_
sua	suus	PROpos.ref	Fem
atque	atque	CONcoo	_
omnium	omnis	PROind	Com
salute	salus	NOM	_
debebat	debeo	VER	_
silentio	silentium	NOM	_
-que	que	CONcoo	_
ab	ab	PRE	_
utrisque	uterque	PROind	Com
militibus	miles	NOM	_
auditus	audio	VER	Masc

quorum	qui	PROrel	MascNeut
discessu	discessus	NOM	_
liberam	liber	ADJqua	Fem
nacti	nanciscor	VER	Masc
milites	miles	NOM	_
conloquiorum	colloquium	NOM	_
facultatem	facultas	NOM	_
uolgo	uulgo	ADV	_
procedunt	procedo	VER	_
et	et	CONcoo	_
quem	qui	PROrel	Masc
quisque	quisque	PROind	MascFem
Caesaris	caesar	NOM	_
in	in	PRE	_
castris	castra	NOM	_
notum	notus	ADJqua	MascNeut
aut	aut	CONcoo	_
municipem	municeps	NOM	_
habebat	habeo	VER	_
conquirit	conquiro	VER	_
atque	atque	CONcoo	_
euocat	euoco	VER	_

quibus	qui	PROrel	Com
rebus	res	NOM	_
perterritos	perterreo	VER	Masc
ciuis	ciuis	NOM	_
Romanos	romanus	ADJqua	Masc
eius	is	PROdem	Com
prouinciae	prouincia	NOM	_
sibi	sui	PROref	_
ad	ad	PRE	_
rempublicam	respublica	NOM	_
administrandam	administro	VER	Fem
HS	sestertium	NOM	_
180	180	ADJcar	_
180	180	ADJcar	_
et	et	CONcoo	_
argenti	argentum	NOM	_
pondo	pondo	NOM	_
20	20	ADJcar	_
milia	mille	ADJcar	Neut
tritici	triticum	NOM	_
modium	modius	NOM	_
120	120	ADJcar	_
120	120	ADJcar	_
milia	mille	ADJcar	Neut
polliceri	polliceor	VER	_
coegit	cogo	VER	_

haec	hic	PROdem	Neut
constabant	consto	VER	_
ex	ex	PRE	_
Gabinianis	gabinianus	ADJqua	Com
militibus	miles	NOM	_
qui	qui	PROrel	Masc
iam	iam	ADV	_
in	in	PRE	_
consuetudinem	consuetudo	NOM	_
Alexandrinae	alexandrinus	ADJqua	Fem
uitae	uita	NOM	_
ac	ac	CONcoo	_
licentiae	licentia	NOM	_
uenerant	uenio	VER	_
et	et	CONcoo	_
nomen	nomen	NOM	_
disciplinam	disciplina	NOM	_
-que	que	CONcoo	_
populi	populus	NOM	_
Romani	romanus	ADJqua	MascNeut
dedidicerant	dedisco	VER	_
uxores	uxor	NOM	_
-que	que	CONcoo	_
duxerant	duco	VER	_
ex	ex	PRE	_
quibus	qui	PROrel	Com
plerique	plerique	NOM	_
liberos	liberi	NOM	_
habebant	habeo	VER	_

sed	sed	CONcoo	_
ex	ex	PRE	_
propositis	propono	VER	Com
consiliis	consilium	NOM	_
duobus	duo	ADJcar	MascNeut
explicitius	explicitus	ADJqua	Neut
uidebatur	uideo	VER	_
Ilerdam	ilerda	NOM	_
reuerti	reuertor	VER	_
quod	quod	CONsub	_
ibi	ibi	ADV	_
paulum	paulum	NOM	_
frumenti	frumentum	NOM	_
reliquerant	relinquo	VER	_

illi	ille	PROdem	Masc
ad	ad	PRE	_
Caesarem	caesar	NOM	_
legatos	legatus	NOM	_
mittunt	mitto	VER	_
oppido	oppidum	NOM	_
-que	que	CONcoo	_
recipiunt	recipio	VER	_

his	hic	PROdem	Com
temporibus	tempus	NOM	_
Scipio	scipio	NOM	_
detrimentis	detrimentum	NOM	_
quibusdam	quidam	PROind	Com
circa	circa	PRE	_
montem	mons	NOM	_
Amanum	amanus	NOM	_
acceptis	accipio	VER	Com
imperatorem	imperator	NOM	_
se	sui	PROref	_
appellauerat	appello	VER	_

Caesarem	caesar	NOM	_
quoque	quoque	ADV	_
pro	pro	PRE	_
sua	suus	PROpos.ref	Fem
dignitate	dignitas	NOM	_
debere	debeo	VER	_
et	et	CONcoo	_
studium	studium	NOM	_
et	et	CONcoo	_
iracundiam	iracundia	NOM	_
suam	suus	PROpos.ref	Fem
reipublicae	respublica	NOM	_
dimittere	dimitto	VER	_
neque	neque	CONcoo	_
adeo	adeo	ADV	_
grauiter	grauiter	ADV	_
irasci	irascor	VER	_
inimicis	inimicus	NOM	_
ut	ut	CONsub	_
cum	cum	CONsub	_
illis	ille	PROdem	Com
nocere	noceo	VER	_
se	sui	PROref	_
speret	spero	VER	_
reipublicae	respublica	NOM	_
noceat	noceo	VER	_

quibus	qui	PROrel	Com
coactis	cogo	VER	Com
celeriter	celeriter	ADV	_
Petreius	petreius	NOM	_
per	per	PRE	_
Vettones	uettones	NOM	_
ad	ad	PRE	_
Afranium	afranius	NOM	_
peruenit	peruenio	VER	_
constituunt	constituo	VER	_
-que	que	CONcoo	_
communi	communis	ADJqua	Com
consilio	consilium	NOM	_
bellum	bellum	NOM	_
ad	ad	PRE	_
Ilerdam	ilerda	NOM	_
propter	propter	PRE	_
ipsius	ipse	PROdem	Com
opportunitatem	opportunitas	NOM	_
gerere	gero	VER	_

erat	sum	VER	_
Orici	oricum	NOM	_
Lucretius	lucretius	NOM	_
Vespillo	uespillo	NOM	_
et	et	CONcoo	_
Minucius	minucius	NOM	_
Rufus	rufus	NOM	_
cum	cum	PRE	_
Asiaticis	asiaticus	ADJqua	Com
nauibus	nauis	NOM	_
18	18	ADJcar	_
quibus	qui	PROrel	Com
iussu	iussus	NOM	_
500	500	NOM	_
Laelii	laelius	NOM	_
praeerant	praesum	VER	_
1000	1000	NOM	_
Bibulus	bibulus	NOM	_
cum	cum	PRE	_
nauibus	nauis	NOM	_
110	110	ADJcar	_
110	110	ADJcar	_
Corcyrae	corcyra	NOM	_

cum	cum	PRE	_
eo	is	PROdem	MascNeut
de	de	PRE	_
salute	salus	NOM	_
sua	suus	PROpos.ref	Fem
agit	ago	VER	_
orat	oro	VER	_
atque	atque	CONcoo	_
obsecrat	obsecro	VER	_
ut	ut	CONsub	_
sibi	sui	PROref	_
parcat	parco	VER	_
ueterem	uetus	ADJqua	MascFem
-que	que	CONcoo	_
amicitiam	amicitia	NOM	_
commemorat	commemoro	VER	_
Caesaris	caesar	NOM	_
-que	que	CONcoo	_
in	in	PRE	_
se	sui	PROref	_
beneficia	beneficium	NOM	_
exponit	expono	VER	_
quae	qui	PROrel	Neut
erant	sum	VER	_
maxima	magnus	ADJqua	Neut
quod	quod	CONsub	_
per	per	PRE	_
eum	is	PROdem	Masc
in	in	PRE	_
collegium	collegium	NOM	_
pontificum	pontifex	NOM	_
uenerat	uenio	VER	_
quod	quod	CONsub	_
prouinciam	prouincia	NOM	_
Hispaniam	hispania	NOM	_
ex	ex	PRE	_
praetura	praetura	NOM	_
habuerat	habeo	VER	_
quod	quod	CONsub	_
in	in	PRE	_
petitione	petitio	NOM	_
consulatus	consulatus	NOM	_
subleuatus	subleuo	VER	Masc

animo	animus	NOM	_
simus	sum	VER	_
ad	ad	PRE	_
dimicandum	dimico	VER	_
parati	paratus	ADJqua	Masc
non	non	ADVneg	_
facile	facile	ADV	_
occasionem	occasio	NOM	_
postea	postea	ADV	_
reperiemus	reperio	VER	_

non	non	ADVneg	_
illis	ille	PROdem	Com
hordeum	hordeum	NOM	_
cum	cum	CONsub	_
daretur	do	VER	_
non	non	ADVneg	_
legumina	legumen	NOM	_
recusabant	recuso	VER	_
pecus	pecus	NOM	_
uero	uero	CONcoo	_
cuius	qui	PROrel	Com
rei	res	NOM	_
summa	superus	ADJqua	Fem
erat	sum	VER	_
ex	ex	PRE	_
Epiro	epirus	NOM	_
copia	copia	NOM	_
magno	magnus	ADJqua	MascNeut
in	in	PRE	_
honore	honor	NOM	_
habebant	habeo	VER	_

